username,date,tweet
@ipb_menfess,2024-09-07 18:08,"Punten, terpaksa beberes gegara kelakuan beberapa orang miskin etika. Mungkin di mpf/mpd/mpkmb harus diajarin, ya?"
@flownyl,2024-09-07 17:26,"gapapaa. kmrn ada kating fem cerita semester 1 ga ikut apa2, semester 2 lolos jadi panit mpkmb"
@theodoures,2024-09-07 16:03,jd kangen mpkmb dah wkwkwk
@marwahcantik11,2024-09-07 14:24,kirain kelompok kecil nya bakal gaseru karna waktu mpkmb aku susah bonding sama temen temen di mandhala. Tapi mereke tetep asik walau aku jarang nongkrong bareng mereka. Sayang pkm 286 banyak banyak 🥹❤️
@Emmanuel_K77,2024-09-07 12:22,"Lagipula, MPF macam apa yang sampai malam? Bahkan MPKMB saja terjadwal waktunya. Sudah gitu hari Minggu lagi, cukup miris sama yang beribadah di hari itu. Hahaha.."
@jaemincikini,2024-09-07 11:22,lengah dikit buka galeri bagian mpkmb
@2ndlifee,2024-09-07 11:14,"manifesting, kalo Tuhan izinkan, pjk mpkmb 62 ✋️☺️"
@fallsparklee,2024-09-07 08:53,"lu bayangin punya dokter sering sakit sakitan awkoakwo, huffttt. sekarang aku suda berdamaaiiii😍👍🏻. apalagi setelah denger pencerahan dari kaka kaka mpkmb mereka banyak yg sukses, dan kunci sukses bukan hanya ""kedokteran"" itu😃✅. gapapa jadi pegawai bank, bank bca😋"
@meteorhologi,2024-09-07 08:28,ih kangen mpkmb
@bonfirekiss,2024-09-06 13:33,Jangan lupa pasca mpkmb..
@notdinz,2024-09-06 11:46,zoom bpn pake backsound mpkmb 61 bnrbnr kangennnnnnn mpkmb🥺🫰🏻
@ayesazzu,2024-09-06 10:36,SEBULAN LALU KITA MPKMB
@temennyaplutooo,2024-09-06 03:14,"Akhirnya impian abis mpkmb itu terkabul..

Girls day out ke salon sama gisa 🌝"
@rutoipb,2024-09-06 00:24,mpkmb lgsg wisuda gt ia konsepnyh
@chenleipb,2024-09-05 23:52,RILLL😇 bisa ga mpkmb sampe wisuda
@onawear2,2024-09-05 15:45,lagi beberes dan ketemu buku rekor🥺🥺 kangen mpkmb
@rutoipb,2024-09-05 15:40,jiwa raga ku ketinggalan di mpkmb kk kk
@rayiinaa,2024-09-05 14:05,batik mpkmb
@ayestudiez,2024-09-05 13:08,ak kira kuliah tuh mpkmb - bikin jj - wisuda 😵
@frrlrendy,2024-09-05 03:41,wkwkwk iyalagi dulu pas mpkmb diare berat
@strawberliyy,2024-09-05 03:40,"iya diare, hari pertama mpkmb lgsg muntaber aku wkwkwkw"
@naylastudy_,2024-09-05 01:05,"eh coba deh kesana dlu, soalnya tkut salah😭 tkutnya 20k ga pake nasi, soalnya belinya dah lama pas sblm mpkmb"
@arachatoraa,2024-09-04 15:11,gua mpkmb ampe ga hadir 2 hari karena dirawat
@shestarst,2024-09-04 13:23,kgn suasana mpkmb ini alias lengah dikit ganti temen
@togamejuo,2024-09-04 12:14,"ini di gymnas ada acara apasih keknya dr selesai mpkmb ampe hari ini ga selesai-selesai 😓 berisik bgt sampe asrama, a5 aja segini gmn yg a4 coba"
@glorievs,2024-09-04 10:54,"takoyaki, maryam, pawon, sama geprek rasanya kaya mpkmb"
@abeleeya,2024-09-04 01:02,"kirain habis mpkmb fokus kuliah
ternyata ada pasca omb"
@sleepynangel,2024-09-04 00:18,Ini dulu akun buat cari temen mpkmb sekarang udah semester 3 aja ???? CEPET BANGETTT
@auprico0t,2024-09-03 23:27,nyari kos 2.5km dari kampus kalo tetangganya basecamp kreatif mpkmb buat apa😄
@joyminzip,2024-09-03 14:52,gw sebel banget ketinggalan banyak kartunya sylus karena gw lagi sibuk mpkmb waktu itu ANJENGGGG
@pipiah_,2024-09-03 12:38,"kepala gue sakit parah
baru smpe rumah jam 7 langsung buka laptop blm ganti baju trs ngerjain dream book, kelompok pkn belum, kelompok sisbis belum, ditmbh ada pasca mpkmb
dan skrng gue mau keluar lgi buat ngeprint...

BISA SATU"" GA ANJG GUE STRESS LAMA"""
@riyodehahaha,2024-09-03 12:01,Dsitu mh paper mob mpkmb jg bsa
@moneeterz,2024-09-03 11:49,iya anjay prasaan kmrn bru mpkmb
@Galweth,2024-09-03 11:40,"admin zoomnya nyetel jingle mpkmb, jdi tambah kangen ospek owsyit"
@nadhifahsahlaa,2024-09-03 08:49,ini sampe kapan ya gue dikenal sbg perempuan yg nangis dipelukan mba nana pas mpkmb 61 narapati bimantara ini??????😭😭😭😭😭 MALUUUUU
@jwylibel,2024-09-03 03:36,ayo kita mpkmb lagi
@cherrywaffle__,2024-09-02 14:43,kirain abis mpkmb langsung wisuda
@bloomingdreamss,2024-09-02 13:29,"ini juga mpkmb 

tapi pasca😀"
@nnaaninuu,2024-09-02 07:49,"eh lucu bngt jadi pj kelompok😆😆🫶🏻 
soon jadi pjk mpkmb 2025"
@faithimm_,2024-09-01 17:36,"mpkmb: ketemu org baru
ppku: orang baru lagi
di dept: yap. orang baru lagii

ipb nih demen bgt misahin orang sama temen""nya😞😞🫵🏻"
@teroseng,2024-09-01 13:09,omda bekasi disingkirkan 😔 kemarin pas mpkmb jg ga disebut
@sapwwann,2024-09-01 12:53,kirain abis mpkmb langsung wisuda
@shigatsuww,2024-09-01 06:52,lucu bgt ini waktu internalisasi pertama mandhala sebelum mpkmb pas mau ke museum hahahaah bopattt😭😭😭😭
@sptrosaliaa_,2024-09-01 03:47,"MAAF KALO KAMPUNGAN

TAPI AKU BARU TAU KALO ADA YANG MPF MPD SABTU MINGGU?

AKU KIRA SEMUA KAYA IV YANG BARENG MPKMB ATAU PAS LIBURAN GITU

WOWWW PASTI CAPE YH, KEREN BGT"
@bilanabeelaf,2024-09-01 01:42,"sadar ga sih mpkmb tuh tahun lalu, info dari jauh2 hari dan masih pada di rumah. Meanwhile skrg udh dibawa balik semua, udh rusak"
@madforknowingu,2024-08-31 17:06,pas au au-an kangen bgt anjirr rasanya kaya balik mpkmb 😭
@dennojob,2024-08-31 16:19,"Dari awal liat dia waktu mpkmb, saya langsung ga sreg. Fokus ke branding diri sendiri daripada ningkatin fasilitas kampus. UKT tinggi waktu covid juga gara-gara dia nih, fasilitas nya cuma zoom free doang. Yg lebih kacau, dia ngubah universitas jadi institut. Ga jelas."
@cipOlsit3,2024-08-31 15:18,eh demi apa…bawahannya okegas anjrit…
@CestLaReves,2024-08-31 15:17,Next time dar tanya namanya.....gue gaenak pas mpkmb tbtb gua ngilang gitu.....
@Aida_rhma,2024-08-31 14:41,"Wkwkwk mpkmb ga diizinin ada simulasi demo dari taun kemaren, u know lah y"
@Notshua888,2024-08-31 14:36,Ka aku troma beli dimsum pas mpkmb gaenak keras :(
@rohthingtodo,2024-08-31 14:18,"Asrama gw terpencil sih (sylvasari wkwkw) tp mungkin iya pernah ketemu di ccr apa sekelompok waktu mpkmb, who knows?😂😂"
@dumpiesua,2024-08-31 11:46,kmrn pas mpkmb bukannya udh di spoiler yh sm bliao😺😺😺
@eleesianm,2024-08-31 05:15,Tp menurut gue aneh sih soalnya dia mengeluhkan mpkmb juga WKWKW
@itadoowri,2024-08-31 01:24,Riyal anjer masa make yg pas mpkmb ih
@chenleipb,2024-08-30 23:41,"saking bingungnya mau dengerin lagu apa, aq kemaren malem nugas sambil dengerin jingle mpkmb😇"
@bilanabeelaf,2024-08-30 16:09,"honestly aku hitungannya ga ngerasain mpkmb 60, bkn karena pita, tp emg aku sakit jd ke posko terus. dan pas jd panit malah aku jd baru ngerasain euphorianya, desain gww, keseruan mobilisasi, apalagi konsernya. jd hitungannya aku mpkmb bareng anak 61"
@bilanabeelaf,2024-08-30 16:09,"btw sepatu itemku rusak krn mpkmb 61 bkn mpkmb 60, soalnya mpkmb 60 ak pita jd jalannya aman ((mostly di posko kasur jg heheh))

pas yg 61 SUPER SERU walaupun tiap selesai nempelin koyo di kaki sm pinggang, tp mondar mandir sana sini jd sehat kuat 💪🏻💪🏻💪🏻 

ps. kangen dikit"
@bilanabeelaf,2024-08-30 15:52,diinget2 aku dari kecil ga punya backpack item. even mpls dari aku sd sampe sma bahkan mpkmb gaada aturan tas item knp tbtb di tahun kedua kuliah ada..
@bilanabeelaf,2024-08-30 15:26,sepatu itemku udh rusak krn mpkmb dan aku ga punya tas item. tapi aturan mpf kayak gini? buat 3 hari? beli? minjem? minjem siapa ya? but seriously sepatu minjem?? wkwk
@bilanabeelaf,2024-08-30 15:25,"perasaan pencerdasan mpkmb cukup 1x per batch, knp yg mpf yg 1:5 sampe perlu 2x?

genuinely ask"
@edlnbvrgh,2024-08-30 09:58,printilan mpkmb (nametag di tas) masih dipake pas ngampus kan gw kangen ospek jadiny 😔💚💚
@y0urthugmate,2024-08-30 00:38,"final project mpkmb se wow itukah😭 sampe kaka mentornya dari 58, ada grup per cluster nya, KEK OH MY"
@2log2048,2024-08-29 06:54,coy tiba tiba banget kangen mpkmb gara2 denger jingle😔
@korpusIPB,2024-08-29 06:32,"Keunikan MPKMB Dibandingkan dengan Universitas Lain

korpusipb.com/ragam/keunikan…"
@maunan14,2024-08-29 06:14,"jir yg ngajar bang faris, alumni SMA pradita dirgantara dan ketua divisi pendanaan MPKMB dll"
@madforknowingu,2024-08-29 03:48,itu stiker inside jokes IPB pas MPKMB... 😭
@naruhiiko,2024-08-29 00:24,Agustus lama bgt gk sih kayak mei. Kayak banyak bgt yg gw kerjain di agustus dari mpkmb sampe tb tb minggu ke tiga mennn😊😊😊😊😊😊
@cherrywaffle__,2024-08-28 16:50,"kemarin” telaga inspirasi, depan ahn, sepanjang koin dari mandiri-taman inovasi tuh selalu dipenuhi sm
maba” yg ambil almet, foto” dan kumpul brg mandhala. tp skrg tiap lewat sana, isinya kakak” yg lg photoshoot pake toga dan baju wisuda🥹 omgg i miss mpkmb era so much😔💔"
@naviacchi,2024-08-28 15:13,kangen wawa dah sumpah abis liat archive story kangen mpkmb anjay ahg
@pipiah_,2024-08-28 13:42,"MALEM INI GUE NANGIS
setelah dari mpkmb sampe minggu ke 3 blm pernah nangis"
@sweetiipunc,2024-08-28 13:28,"sorry banget, korelasi tas harus warna item/putih/ coklat itu apa? ga make sense banget sorry, trs kl gaada harus ngeluarin duit buat beli tas nya? perasaan pas mpkmb ga sebegitunya"
@zekyyzek,2024-08-28 13:05,"mau ngumpul nunggu mpkmb 62, raja jadi ketuplak mpkmb sv 62😇🤙🏻🙏🏻"
@rokuichii,2024-08-28 09:11,"anjiir lah saking sibuknya, semenjak mpkmb nggak pernah lagi main genshin alias aku nggak dapet skin kirara 💔💔💔💔💔"
@cipOlsit3,2024-08-28 07:31,gue jg pgen balik lg dah
@aaapiippt,2024-08-27 17:12,mpkmb seseru itu ya
@kasurbengkok,2024-08-27 17:00,sedikit rindu mpkmb
@wajarfema,2024-08-27 15:46,hooo aku mw convert mpkmb sm 7h dah tp bingung bikin logbooknya
@boujvie,2024-08-27 12:24,kirain kuliah cuma mpkmb sama outfit check doang ternyata GA SERU BGT
@boujvie,2024-08-27 12:24,kangen anak kel sedang gue bgt kgn mpkmb bgt
@distributorpuyo,2024-08-27 11:52,"Ide MPKMB: tutorial parkir kendaraan yang benar, sesuai tempat dan tidak menghalangi jalan di sekitar kampus 👍🏼"
@draysss___,2024-08-26 18:14,"Hi Nils! This is your komdis & pjk
Bimantara Nilawarsa 🌪️

Gak kerasa ya udah minggu ke 3 kuliah, perasaan baru kemarin mpkmb 😂"
@aissyyyaipibi,2024-08-26 16:08,bahkan pengennya habis mpkmb tuh bisa langsung lulus wisuda aja gk
@khansaaii,2024-08-26 15:24,"hal yg ga boleh gue liat adalah foto dan video mpkmb, sma, dan foto masa kecil gue KRN KANGEN DAN GAMON SEKALI SM MASA ITU😭"
@sapimewing,2024-08-26 09:16,lu pada kalo denger kita ke sana keinget mpkmb ga si
@anothersidejml,2024-08-26 07:59,"funfact, mpkmb sv tadinya guest star nya mau bernadya/bilal indrajaya tp terkendala tanggal yg tidak cocok dgn mereka :)"
@skarezk,2024-08-26 07:05,closing mpkmb guest starnya tulus udah jadi urban legend
@robotdiesel,2024-08-26 06:29,mpkmb sv yaa ini 😭😭
@terebiologi,2024-08-26 02:42,kangen mpkmb ih😔
@glorievs,2024-08-25 18:07,"yaudahlah kalo kemaren outfit pra mpkmb day 1, besok outfit rekor🤠🤠🤠"
@matchaanselma,2024-08-25 15:56,tpi ijinin aku daftar panit mpkmb 62 juga ya hehe
@pipiah_,2024-08-25 15:47,"kayanya aku bakal ngerjain cl 3 besok deh, yaudahlah telat sehari minus 10 point cmn tugas mpkmb doang"
@fwzthecounselor,2024-08-25 13:24,mpkmb kemarin be like:
@coconatir,2024-08-25 13:02,"iyaa, selama mpkmb kemarin aku order dari catering ini"
@overbolden,2024-08-25 08:20,GUE LIAT LU BENTAR TP KYAK LAGI SIBUK GITUUU WAKTU MPKMB WAKTU ITUU
@minhalide,2024-08-25 07:23,kangen mpkmb.....
@bluesstudy,2024-08-24 17:41,kukira kuliah cm sampe mpkmb doang abistu lgsg lulus
@sptrosaliaa_,2024-08-24 16:52,"tiati sama yang kaya gini plisss

aku pernah dichat orang yang ngaku Warek I, mana si nomor ga dikenal tau kalo aku maba skhb lagi. terus aku nanya co fasil dan pjk mpkmb ku ternyata penipu dan banyak yang udah kena"
@oceannwongravee,2024-08-24 11:45,"kadiv mpkmb udh dihubungi ternyata, makasi yaa🙏🏻😓"
@imsocoldv,2024-08-24 11:40,"jadi inget dulu wkt mpkmb (ospek) di ipb beneran, ada bagian simulasi aksi. dan maba2 beneran belajar cara bikin formasi aksi yg baik, siapa yg jadi barikade, siapa yg di dalem, gimana caranya jalan ikutin komando dari toa

ternyata penting bgt🥺"
@oceannwongravee,2024-08-24 11:37,"ih mauu yg mpkmb 59 sama 60, siapa yaa? sama klo mau hubungi orangnya bisa lewat manaaa

klo 61 terlalu deket"
@pipiah_,2024-08-24 11:11,kirain kuliah isinya ootd an sama review makanan mpkmb
@sasimanbaswedan,2024-08-24 07:50,kangen mpkmb banget. pku isinya mpkmb setaun aja bisa ga sih 😹😹😹
@chicknnoodle_,2024-08-24 06:51,WKWKWKWK jd inget gw prnh ngcrush in komdis mpkmb 60
@CestLaReves,2024-08-24 06:28,"ADA KMAREN YG VN MALEM' SESENGGUKAN NANGIS

Jam 22.49 kmaren (eh mpkmb store kan......)"
@crunoash,2024-08-24 06:09,"duh, kangen MPKMB IPB.. kirain kuliah isinya MPKMB doang sampe lulus.."
@chenleipb,2024-08-24 03:37,tiap denger jingle mpkmb lgsg berasa lagi di gww😔 KANGEN BGT bisa ga mpkmb sampe wisuda
@cinanaamon,2024-08-24 00:40,kita balik mpkmb aja kali ya
@klaperann,2024-08-24 00:11,GW DPM PEMIRA 2 PERIODE TRS AK MPKMB JUGA KEK NGAPAIN SEHHH capek
@alexxalbon,2024-08-23 16:01,"Semenjak kelar mpkmb, group mandhala gw udah ga ada jamal"
@kyayyie,2024-08-23 04:38,"yaampun lg addven pas ishoma panitianya nyalain jingle mpkmb 61, jadi kangen dejavooy :("
@tehqotaq,2024-08-23 00:58,Owalahhh... jangan jangan pas MPKMB hari terakhir gw juga kek gini...
@2ndlifee,2024-08-22 18:26,"sejujurnya, pas mpkmb bagian sumpah mahasiswa, emang kalian gak sedih ya? 🙁 kaya campur aduk gk si"
@onawear2,2024-08-22 16:34,"ges aku gamon mpkmb, siapa yng mau ikutan pas hari senin pake kemeja putih+celana hitam+almet+lanyard bimantara"
@diolsbud,2024-08-22 08:45,LAGU KESUKAAN AKU PAS MPKMB
@cipOlsit3,2024-08-22 01:34,semangatt yg turun ke jalan hari iniii✌🏻✌🏻✌🏻✌🏻💘💘
@a_Qiraa5149,2024-08-22 00:25,Maba IPB ada yg order jas lab di D*rgantara trs blm dikasih gk? Sumpah tau gini beli di mpkmb aja ancrit. Kuliah dah mulai dan jas lab msh blm ada...padahal aku batch 2...
@renjununa,2024-08-21 15:19,"Salah satu lagu indonesia yg bikin merinding adalah lagu buruh tani pas jaman mpkmb penerimaan mahasiswa baru:"")"
@mingyuipb,2024-08-21 13:58,teman kelasku please jangan bosen karena gue akan memakai batik mpkmb lagi...
@ygmuliaparis,2024-08-21 12:14,Semua ini berawal dr reply twt chord gitar jingle mpkmb
@korpusIPB,2024-08-21 08:42,"IPB DIGDAYA! Menyambut Datangnya Perjalanan Baru Bersama Narapati Bimantara di Penutupan MPKMB IPB 61
Mahasiswa KKNT IPB University Gagas Program Pengembangan dan Pemberdayaan di Desa Pesantren

korpusipb.com/mpkmb/ipb-digd…"
@cipOlsit3,2024-08-21 00:55,selamat pagi
@intakipb,2024-08-20 22:03,kangen mandi subuh subuh pas mpkmb
@17horrible18,2024-08-20 16:10,"ritwit. stelah dapet penolakan 1000x dri berbagai univ dan jalurnya. akhirnya keterima ipb, pas di ipb ada tgs mpkmb trs disuruh nulis moto, moto gue jg ""it's just a phase, it will pass"". krn beneran masalah akan dtg dan it will pass anjay"
@ssendalpegatt,2024-08-20 15:05,"Ternyata bener kata pjk gw, di ppku ngerasa sepi gada temen padahal banyak yg bisa diajak ngobrol. Tapi kek rasanya tuh beda gitu sama mandhala dan temen lain yg deket pas mpkmb"
@limitfungsii,2024-08-20 13:25,KOK TIBA² UDH MINGGU KEDUA KULIAH YA KAYAK CEPET AMAT?? PERASAAN KMRIN BRU MPKMB...😭😭😭😭😭
@Wilsyad1,2024-08-20 12:48,"kondangannya ngga berangkat dari jam 4 ya
enak, ngga harus bangun pagi
gaenak, kangen MPKMB"
@cipOlsit3,2024-08-20 12:25,tumbang jg akhirnya..
@auprico0t,2024-08-20 11:32,apesnya pas sem2... gmn mau join panit mpkmb😞
@cipOlsit3,2024-08-20 06:58,EH DEMI ALLAH INI BOLEH IZIJ KE TPILET GA SIIIII GUE PGEN PIPIS BANGET
@beenadnad,2024-08-20 02:17,Kayak harus bgt ini chat di grup macam mpkmb??!
@Galweth,2024-08-19 14:16,gamon mpkmb dah🥲
@essathefairy,2024-08-19 13:17,"hmm semoga ditahun depan bisa lebih baik mpkmb nya orang"" yang kurang puas bisa ikut andil dalam memberi evaluasi dan memperbaiki kekurangan panitia tahun ini pada tahun depann, i'll wait for your guys distribution in mpkmb 62"
@asloveseems,2024-08-19 12:41,kangen temen temen mpkmb ku ☹️
@auprico0t,2024-08-19 00:54,mw ky gini tp uda 7 org manggil aku auf pas mpkmb😞
@avatarrangg,2024-08-19 00:24,oh duku gue baru MPKMB pun dan muntah2 🙏
@seafishyyy,2024-08-18 16:43,sp yg blm move on dr panit mpkmb? sy😔☝🏻
@woofbblue,2024-08-18 16:03,"Eh ternyata banyak yg sakit ya. Aku aja pas mpkmb udah kena radang tapi masih aman lah ya,terus sekarang baru sembuh dari pilek tapi pencernaan lagi jelek😭"
@bilanabeelaf,2024-08-18 15:42,"Eh btw sepatu itemku satu2nya serusak itu grgr mpkmb, padahal udh dijahit tp malah rusak lg bagian lain"
@inversmatrix,2024-08-18 15:30,tugas mpkmb kelar....
@auranzwrns,2024-08-18 15:02,dadahhh mpkmb 61 👋
@gularein,2024-08-18 14:42,"kangen mpkmb, kangen gedebak gedebuk nyiapin sop, kangen ka atim, kangen kalakarsa😔😔"
@bluesstudy,2024-08-18 14:30,finally menamatkan tugas mpkmb
@mingyuipb,2024-08-18 14:28,menyiasati rok mpkmb :)
@todayisgege,2024-08-18 13:56,fmipa ilkommm tuu mc mpkmb 60
@aneversez,2024-08-18 11:43,masyaa Allah tabarakallah alhamdulillah telah menamatkan MPKMB 61🧎‍♀️🧎‍♀️🧎‍♀️🧎‍♀️
@Jawarakuliah,2024-08-18 09:53,"2025 Ikut MPKMB IPB
2025 Ikut MPKMB IPB
2025 Ikut MPKMB IPB
2025 Ikut MPKMB IPB
2025 Ikut MPKMB IPB
2025 Ikut MPKMB IPB
2025 Ikut MPKMB IPB
2025 Ikut MPKMB IPB
#mpkmb #mpkmbipb #studytwt #snbp2025"
@miiyyaaa__,2024-08-18 06:29,mpkmb
@scaredacted,2024-08-18 05:00,tugas mpkmb resmi dibantai seluruhnya 🔥
@astronotcentil,2024-08-18 04:17,"TERNYATA ORANG RUMAH KEMARIN NOBAR STREAMINGAN MPKMB IPB BUAT CARI GUE. 😭😭😭

untung kecentilan gue ga masuk kamera live 😭"
@pipiah_,2024-08-18 04:09,gua jga pernah tpi bedanya pas mpkmb😭
@mingyuipb,2024-08-17 23:17,ganiat hari ini gw gabawa rok dan pake rok mpkmb :)
@KimMeinjeong,2024-08-17 17:27,tugas mpkmb... yang bikin komik
@dishayangkamuu,2024-08-17 15:45,"day 1 pulang karna lgi ga enak badan jadi dikerokin, dipijet kepalanya, disuapin makan, terus cerita2 tentang asrama & ppku mpkmb dann ghibah😅

tdinya mau minta ipb pindah aja ke ciawi, tpi gajadi deh. kalau PP belum tentu dapet perlakuan sweet gini"
@OSCOCLIFFO,2024-08-17 13:57,"kangen pepe kangen mpkmb kangen mipa 5 kangen main di rumah adel/mimin kangen leha"""
@Sddm00,2024-08-17 13:06,"tugas MPKMB done semuaa😎👊🏻
anti begadanggg"
@ran16Rn,2024-08-17 12:59,"MPKMB SV IPB UNIVERSITY 61 DAY-2
Sangat Menyala 🔥🔥

#mpkmbsv61
#ipbuniversity
#IPBinDiversity"
@bemymegumi,2024-08-17 12:42,life after mpkmb sangat sibuk dan capek 😥😥😥 mau mpkmb selamanya terus langsung wisuda apa bs 😭😭😭
@khansaaii,2024-08-17 12:03,mejaku😀 + lagi sedih udh ga mpkmb lagi
@etdahwkwk,2024-08-17 04:52,"Realizing kuliah pace nya secepet itu, realizing temen2 anurakti juga udah mulai pada dapet temen baru…. Realizing aku gaboleh stuck di masa mpkmb, I should go ahead and make another friends too"
@katshyck,2024-08-17 02:40,SIAPA KANGEN MPKMB SV CUNG HENN 😞☝️☝️☝️☝️
@hiatgss,2024-08-17 00:39,beneran kaya mpkmb 😭
@shasaa117,2024-08-17 00:28,MPKMB PART 2???
@jenoskhb,2024-08-16 23:58,jdnya kangen mpkmb lg
@grapestra,2024-08-16 22:39,haii dri aku yang mau mpkmb lagiii 🫶🏻
@mingyuipb,2024-08-16 21:47,sumpah gw udh pasrah kl tahun depan ngulang mpkmb lagi
@Itstan19001469,2024-08-16 21:34,"Mandi jam segini kek ospek,inima mpkmb part 2"
@dishayangkamuu,2024-08-16 17:25,"dulu begadang karna main HP mulu, nonton drakor scroll x nonton film nontonn youtube.. sekarang begadang karna nyetrika dan nugas mpkmb😁"
@hayajualan,2024-08-16 16:40,harusnya aku bawa ini waktu mpkmb…
@llyyytn,2024-08-16 16:08,ini gua rela mpkmb full sebulan
@llyyytn,2024-08-16 16:07,kangen mpkmb:(
@rallavyy,2024-08-16 15:26,Mpkmb era
@sobagoreng,2024-08-16 14:56,"Ikutin kayaj yg di igeh aja cuk, ig MPKMB"
@kazirinkiz,2024-08-16 14:55,"Tenang, Baru seminggu 😅 MPKMB tuh opening buat survive di kampus"
@dinlouvre,2024-08-16 14:08,"KWKWKWK KOCAK DAAH ada yang make baju narapati bimantara di stasiun bogor, gamon mpkmb ya bangg"
@astronotcentil,2024-08-16 12:08,tikum MPKMB day-11 di stasiun bogor ya gusy
@mingyuipb,2024-08-16 11:40,mendingan konsum mpkmb
@yellewood,2024-08-16 08:10,resmi menamatkan semua tugas MPKMB
@dokcing,2024-08-16 07:48,"aku mpkmb 12,5 dapat makan 4 hari AOWKWOWK"
@faisalmzhdtt,2024-08-16 04:57,agak stres yaa soalnya masih diteror tugas mpkmb. cuman udah kelar jd cukup lega
@essathefairy,2024-08-16 04:31,"selama persiapan mpkmb berbulan bulan yang kepikiran tuh cuma gimana caranya supaya maba seneng dan nyaman selama acara, seminggu tidur dikampus, makan ga teratur, tidur cuma satu jam bahkan beberapa temen temen yang lain ga tidur, pagi nya udah harus standby, lari"" nemenin maba"
@llyyytn,2024-08-15 23:42,gamon sama mpkmb galau nya ngelebihin di di ghosting dekel
@llyyytn,2024-08-15 23:40,"kangen gajendra, kangen ragnala, kangen mpkmb"
@serifkelot,2024-08-15 23:05,gantinya jadi panit mpkmb taun depan
